order_id,order_date,customer_id,product_id,product_name,quantity,unit_price
ORD-00277,2025-01-19,C0082,P003,Кроссовки run,5,32.26
ORD-00046,2025-01-20,C0104,P009,Куртка ветровка,2,41.57
ORD-00046,2025-01-20,C0104,P010,Сумка через плечо,3,105.63
ORD-00046,2025-01-20,C0104,P008,Носки набор,5,10.0
ORD-00182,2025-01-20,C0018,P009,Куртка ветровка,4,9.01
ORD-00182,2025-01-20,C0018,P004,Рюкзак городской,4,99.66
ORD-00206,2025-01-20,C0170,P002,Джинсы slim,5,71.58
ORD-00206,2025-01-20,C0170,P010,Сумка через плечо,1,9.43
ORD-00477,2025-01-20,C0192,P008,Носки набор,2,82.74
ORD-00477,2025-01-20,C0192,P007,Шорты спорт,3,79.34
ORD-00477,2025-01-20,C0192,P004,Рюкзак городской,3,112.84
ORD-00099,2025-01-21,C0075,P001,Футболка базовая,2,82.66
ORD-00099,2025-01-21,C0075,P002,Джинсы slim,4,93.98
ORD-00099,2025-01-21,C0075,P008,Носки набор,1,90.03
ORD-00099,2025-01-21,C0075,P009,Куртка ветровка,2,10.63
ORD-00196,2025-01-21,C0069,P010,Сумка через плечо,4,28.62
ORD-00196,2025-01-21,C0069,P009,Куртка ветровка,5,111.91
ORD-00289,2025-01-21,C0046,P008,Носки набор,5,7.43
ORD-00488,2025-01-21,C0094,P008,Носки набор,5,115.9
ORD-00488,2025-01-21,C0094,P010,Сумка через плечо,1,87.22
ORD-00765,2025-01-21,C0045,P006,Худи oversize,4,96.13
ORD-00765,2025-01-21,C0045,P009,Куртка ветровка,4,38.18
ORD-00765,2025-01-21,C0045,P005,Кепка логотип,5,106.01
ORD-00765,2025-01-21,C0045,P002,Джинсы slim,1,70.8
ORD-00127,2025-01-22,C0035,P006,Худи oversize,1,5.46
ORD-00127,2025-01-22,C0035,P010,Сумка через плечо,5,119.2
ORD-00127,2025-01-22,C0035,P001,Футболка базовая,3,19.59
ORD-00127,2025-01-22,C0035,P006,Худи oversize,3,106.24
ORD-00269,2025-01-22,C0070,P006,Худи oversize,1,116.82
ORD-00269,2025-01-22,C0070,P002,Джинсы slim,1,111.02
ORD-00269,2025-01-22,C0070,P010,Сумка через плечо,5,24.45
ORD-00269,2025-01-22,C0070,P004,Рюкзак городской,2,15.35
ORD-00350,2025-01-22,C0199,P006,Худи oversize,5,57.71
ORD-00350,2025-01-22,C0199,P001,Футболка базовая,1,69.63
ORD-00350,2025-01-22,C0199,P001,Футболка базовая,1,91.42
ORD-00481,2025-01-23,C0039,P002,Джинсы slim,2,19.82
ORD-00481,2025-01-23,C0039,P006,Худи oversize,4,113.55
ORD-00481,2025-01-23,C0039,P007,Шорты спорт,1,108.63
ORD-00767,2025-01-24,C0163,P008,Носки набор,1,110.85
ORD-00767,2025-01-24,C0163,P007,Шорты спорт,1,49.81
ORD-00106,2025-01-25,C0111,P004,Рюкзак городской,3,77.97
ORD-00273,2025-01-25,C0034,P008,Носки набор,4,22.66
ORD-00273,2025-01-25,C0034,P003,Кроссовки run,4,101.84
ORD-00658,2025-01-25,C0098,P009,Куртка ветровка,5,66.75
ORD-00658,2025-01-25,C0098,P007,Шорты спорт,4,95.05
ORD-00071,2025-01-26,C0124,P001,Футболка базовая,2,86.6
ORD-00238,2025-01-26,C0049,P006,Худи oversize,4,98.73
ORD-00238,2025-01-26,C0049,P003,Кроссовки run,3,99.36
ORD-00238,2025-01-26,C0049,P003,Кроссовки run,2,46.49
ORD-00238,2025-01-26,C0049,P002,Джинсы slim,1,58.76
ORD-00656,2025-01-26,C0052,P005,Кепка логотип,1,6.62
ORD-00656,2025-01-26,C0052,P008,Носки набор,2,22.57
ORD-00656,2025-01-26,C0052,P009,Куртка ветровка,2,105.37
ORD-00292,2025-01-27,C0126,P002,Джинсы slim,1,25.54
ORD-00292,2025-01-27,C0126,P006,Худи oversize,5,68.19
ORD-00292,2025-01-27,C0126,P007,Шорты спорт,1,28.32
ORD-00292,2025-01-27,C0126,P009,Куртка ветровка,4,88.35
ORD-00634,2025-01-27,C0096,P008,Носки набор,4,101.13
ORD-00209,2025-01-28,C0193,P009,Куртка ветровка,5,73.34
ORD-00209,2025-01-28,C0193,P002,Джинсы slim,5,48.06
ORD-00209,2025-01-28,C0193,P009,Куртка ветровка,1,98.26
ORD-00209,2025-01-28,C0193,P002,Джинсы slim,3,69.91
ORD-00716,2025-01-28,C0133,P010,Сумка через плечо,5,117.85
ORD-00716,2025-01-28,C0133,P007,Шорты спорт,4,93.44
ORD-00716,2025-01-28,C0133,P001,Футболка базовая,3,109.96
ORD-00716,2025-01-28,C0133,P001,Футболка базовая,4,106.61
ORD-00489,2025-01-29,C0121,P007,Шорты спорт,2,26.68
ORD-00627,2025-01-31,C0144,P010,Сумка через плечо,1,67.92
ORD-00627,2025-01-31,C0144,P007,Шорты спорт,3,100.24
ORD-00253,2025-02-01,C0151,P001,Футболка базовая,3,28.06
ORD-00253,2025-02-01,C0151,P005,Кепка логотип,1,58.34
ORD-00253,2025-02-01,C0151,P002,Джинсы slim,2,96.55
ORD-00253,2025-02-01,C0151,P003,Кроссовки run,2,97.31
ORD-00758,2025-02-01,C0104,P007,Шорты спорт,4,7.67
ORD-00758,2025-02-01,C0104,P006,Худи oversize,2,63.12
ORD-00001,2025-02-02,C0155,P005,Кепка логотип,3,85.2
ORD-00001,2025-02-02,C0155,P009,Куртка ветровка,2,117.2
ORD-00001,2025-02-02,C0155,P001,Футболка базовая,4,95.4
ORD-00271,2025-02-02,C0015,P002,Джинсы slim,3,71.73
ORD-00330,2025-02-02,C0046,P003,Кроссовки run,4,118.94
ORD-00344,2025-02-02,C0117,P007,Шорты спорт,5,41.19
ORD-00344,2025-02-02,C0117,P004,Рюкзак городской,2,57.03
ORD-00344,2025-02-02,C0117,P008,Носки набор,3,26.86
ORD-00344,2025-02-02,C0117,P006,Худи oversize,5,34.13
ORD-00622,2025-02-02,C0179,P010,Сумка через плечо,1,41.21
ORD-00317,2025-02-03,C0198,P001,Футболка базовая,1,101.91
ORD-00573,2025-02-03,C0037,P001,Футболка базовая,3,114.51
ORD-00573,2025-02-03,C0037,P004,Рюкзак городской,4,48.86
ORD-00573,2025-02-03,C0037,P007,Шорты спорт,4,74.03
ORD-00573,2025-02-03,C0037,P001,Футболка базовая,4,67.39
ORD-00574,2025-02-03,C0048,P010,Сумка через плечо,3,39.43
ORD-00574,2025-02-03,C0048,P006,Худи oversize,1,7.85
ORD-00574,2025-02-03,C0048,P001,Футболка базовая,3,106.58
ORD-00574,2025-02-03,C0048,P001,Футболка базовая,2,71.02
ORD-00220,2025-02-04,C0026,P006,Худи oversize,5,117.23
ORD-00220,2025-02-04,C0026,P007,Шорты спорт,5,113.49
ORD-00220,2025-02-04,C0026,P007,Шорты спорт,1,96.52
ORD-00262,2025-02-04,C0124,P001,Футболка базовая,2,95.6
ORD-00262,2025-02-04,C0124,P007,Шорты спорт,2,117.7
ORD-00262,2025-02-04,C0124,P005,Кепка логотип,5,39.65
ORD-00262,2025-02-04,C0124,P003,Кроссовки run,4,43.74
ORD-00346,2025-02-04,C0178,P005,Кепка логотип,5,20.69
ORD-00346,2025-02-04,C0178,P009,Куртка ветровка,2,47.36
ORD-00346,2025-02-04,C0178,P009,Куртка ветровка,3,39.14
ORD-00512,2025-02-04,C0168,P001,Футболка базовая,4,53.42
ORD-00512,2025-02-04,C0168,P001,Футболка базовая,1,54.84
ORD-00512,2025-02-04,C0168,P005,Кепка логотип,2,87.85
ORD-00214,2025-02-05,C0040,P003,Кроссовки run,5,117.06
ORD-00214,2025-02-05,C0040,P003,Кроссовки run,1,79.94
ORD-00490,2025-02-05,C0109,P009,Куртка ветровка,4,118.46
ORD-00396,2025-02-06,C0017,P004,Рюкзак городской,1,69.12
ORD-00396,2025-02-06,C0017,P007,Шорты спорт,4,100.08
ORD-00396,2025-02-06,C0017,P004,Рюкзак городской,3,76.29
ORD-00396,2025-02-06,C0017,P003,Кроссовки run,4,103.78
ORD-00048,2025-02-07,C0022,P005,Кепка логотип,5,16.4
ORD-00112,2025-02-07,C0064,P008,Носки набор,3,54.79
ORD-00112,2025-02-07,C0064,P002,Джинсы slim,1,115.37
ORD-00112,2025-02-07,C0064,P008,Носки набор,1,9.72
ORD-00112,2025-02-07,C0064,P001,Футболка базовая,2,12.54
ORD-00191,2025-02-07,C0166,P006,Худи oversize,1,36.13
ORD-00191,2025-02-07,C0166,P004,Рюкзак городской,1,41.2
ORD-00674,2025-02-07,C0065,P009,Куртка ветровка,3,101.63
ORD-00066,2025-02-08,C0005,P002,Джинсы slim,4,15.4
ORD-00066,2025-02-08,C0005,P007,Шорты спорт,5,8.33
ORD-00066,2025-02-08,C0005,P003,Кроссовки run,2,21.45
ORD-00195,2025-02-08,C0085,P002,Джинсы slim,1,103.93
ORD-00195,2025-02-08,C0085,P002,Джинсы slim,1,46.49
ORD-00195,2025-02-08,C0085,P004,Рюкзак городской,2,46.1
ORD-00587,2025-02-08,C0193,P001,Футболка базовая,3,112.29
ORD-00587,2025-02-08,C0193,P009,Куртка ветровка,3,65.35
ORD-00587,2025-02-08,C0193,P003,Кроссовки run,4,115.43
ORD-00026,2025-02-09,C0196,P003,Кроссовки run,1,68.81
ORD-00372,2025-02-09,C0196,P002,Джинсы slim,1,112.12
ORD-00372,2025-02-09,C0196,P008,Носки набор,1,27.77
ORD-00372,2025-02-09,C0196,P008,Носки набор,4,16.15
ORD-00777,2025-02-09,C0183,P003,Кроссовки run,4,23.47
ORD-00777,2025-02-09,C0183,P004,Рюкзак городской,2,43.27
ORD-00777,2025-02-09,C0183,P004,Рюкзак городской,4,26.81
ORD-00777,2025-02-09,C0183,P007,Шорты спорт,2,16.86
ORD-00114,2025-02-10,C0156,P009,Куртка ветровка,4,28.81
ORD-00116,2025-02-10,C0033,P002,Джинсы slim,3,61.29
ORD-00227,2025-02-10,C0019,P003,Кроссовки run,3,113.75
ORD-00227,2025-02-10,C0019,P005,Кепка логотип,5,93.64
ORD-00365,2025-02-10,C0134,P007,Шорты спорт,4,53.14
ORD-00365,2025-02-10,C0134,P003,Кроссовки run,1,64.97
ORD-00365,2025-02-10,C0134,P004,Рюкзак городской,2,42.59
ORD-00365,2025-02-10,C0134,P005,Кепка логотип,4,33.85
ORD-00069,2025-02-11,C0025,P006,Худи oversize,3,77.45
ORD-00069,2025-02-11,C0025,P008,Носки набор,1,22.85
ORD-00069,2025-02-11,C0025,P009,Куртка ветровка,5,27.2
ORD-00235,2025-02-11,C0150,P009,Куртка ветровка,4,17.73
ORD-00760,2025-02-12,C0080,P003,Кроссовки run,3,78.06
ORD-00342,2025-02-13,C0053,P003,Кроссовки run,1,42.18
ORD-00342,2025-02-13,C0053,P002,Джинсы slim,3,87.58
ORD-00342,2025-02-13,C0053,P005,Кепка логотип,3,22.97
ORD-00342,2025-02-13,C0053,P008,Носки набор,1,119.97
ORD-00063,2025-02-14,C0025,P006,Худи oversize,1,6.41
ORD-00063,2025-02-14,C0025,P007,Шорты спорт,1,99.92
ORD-00257,2025-02-14,C0157,P010,Сумка через плечо,1,55.74
ORD-00164,2025-02-15,C0065,P002,Джинсы slim,4,81.23
ORD-00164,2025-02-15,C0065,P004,Рюкзак городской,1,42.55
ORD-00164,2025-02-15,C0065,P009,Куртка ветровка,1,94.49
ORD-00305,2025-02-15,C0052,P007,Шорты спорт,4,22.32
ORD-00370,2025-02-15,C0123,P003,Кроссовки run,4,91.6
ORD-00370,2025-02-15,C0123,P005,Кепка логотип,5,97.66
ORD-00370,2025-02-15,C0123,P003,Кроссовки run,2,68.93
ORD-00400,2025-02-15,C0147,P005,Кепка логотип,1,51.79
ORD-00400,2025-02-15,C0147,P010,Сумка через плечо,5,114.33
ORD-00400,2025-02-15,C0147,P005,Кепка логотип,3,81.75
ORD-00400,2025-02-15,C0147,P006,Худи oversize,3,91.65
ORD-00449,2025-02-15,C0077,P010,Сумка через плечо,2,119.66
ORD-00449,2025-02-15,C0077,P002,Джинсы slim,3,79.61
ORD-00759,2025-02-15,C0178,P003,Кроссовки run,5,81.15
ORD-00759,2025-02-15,C0178,P008,Носки набор,5,38.74
ORD-00560,2025-02-17,C0198,P005,Кепка логотип,5,5.46
ORD-00034,2025-02-18,C0194,P003,Кроссовки run,3,84.84
ORD-00076,2025-02-18,C0019,P007,Шорты спорт,3,75.26
ORD-00076,2025-02-18,C0019,P005,Кепка логотип,4,52.36
ORD-00619,2025-02-18,C0037,P008,Носки набор,2,102.96
ORD-00619,2025-02-18,C0037,P004,Рюкзак городской,3,66.92
ORD-00619,2025-02-18,C0037,P003,Кроссовки run,3,61.96
ORD-00403,2025-02-19,C0099,P002,Джинсы slim,2,99.65
ORD-00403,2025-02-19,C0099,P009,Куртка ветровка,5,105.91
ORD-00174,2025-02-20,C0121,P002,Джинсы slim,2,119.84
ORD-00527,2025-02-20,C0174,P010,Сумка через плечо,4,28.31
ORD-00527,2025-02-20,C0174,P006,Худи oversize,3,68.13
ORD-00692,2025-02-20,C0058,P010,Сумка через плечо,2,108.72
ORD-00495,2025-02-23,C0173,P002,Джинсы slim,3,27.43
ORD-00593,2025-02-23,C0138,P009,Куртка ветровка,4,77.19
ORD-00593,2025-02-23,C0138,P008,Носки набор,1,8.57
ORD-00593,2025-02-23,C0138,P006,Худи oversize,3,67.67
ORD-00593,2025-02-23,C0138,P008,Носки набор,2,42.7
ORD-00120,2025-02-24,C0064,P001,Футболка базовая,5,6.06
ORD-00225,2025-02-24,C0040,P006,Худи oversize,2,66.78
ORD-00029,2025-02-25,C0179,P008,Носки набор,5,107.75
ORD-00373,2025-02-25,C0181,P008,Носки набор,1,84.56
ORD-00373,2025-02-25,C0181,P001,Футболка базовая,5,92.1
ORD-00373,2025-02-25,C0181,P007,Шорты спорт,1,87.61
ORD-00373,2025-02-25,C0181,P009,Куртка ветровка,5,42.08
ORD-00723,2025-02-25,C0090,P004,Рюкзак городской,3,79.58
ORD-00723,2025-02-25,C0090,P003,Кроссовки run,5,44.14
ORD-00723,2025-02-25,C0090,P001,Футболка базовая,1,25.22
ORD-00077,2025-02-26,C0082,P003,Кроссовки run,5,41.46
ORD-00077,2025-02-26,C0082,P006,Худи oversize,5,53.12
ORD-00077,2025-02-26,C0082,P001,Футболка базовая,3,30.94
ORD-00077,2025-02-26,C0082,P005,Кепка логотип,1,70.06
ORD-00097,2025-02-26,C0058,P008,Носки набор,5,44.85
ORD-00097,2025-02-26,C0058,P008,Носки набор,1,9.71
ORD-00097,2025-02-26,C0058,P002,Джинсы slim,3,61.32
ORD-00097,2025-02-26,C0058,P008,Носки набор,5,58.47
ORD-00282,2025-02-26,C0194,P005,Кепка логотип,4,42.52
ORD-00353,2025-02-26,C0173,P007,Шорты спорт,3,26.63
ORD-00353,2025-02-26,C0173,P005,Кепка логотип,5,85.93
ORD-00353,2025-02-26,C0173,P004,Рюкзак городской,2,15.76
ORD-00353,2025-02-26,C0173,P003,Кроссовки run,3,92.88
ORD-00550,2025-02-26,C0069,P008,Носки набор,3,106.88
ORD-00550,2025-02-26,C0069,P005,Кепка логотип,2,42.95
ORD-00550,2025-02-26,C0069,P007,Шорты спорт,3,60.21
ORD-00550,2025-02-26,C0069,P010,Сумка через плечо,5,18.16
ORD-00555,2025-02-26,C0015,P008,Носки набор,4,51.2
ORD-00728,2025-02-26,C0165,P005,Кепка логотип,3,14.55
ORD-00728,2025-02-26,C0165,P005,Кепка логотип,3,51.98
ORD-00728,2025-02-26,C0165,P007,Шорты спорт,5,44.14
ORD-00728,2025-02-26,C0165,P004,Рюкзак городской,5,36.48
ORD-00224,2025-02-27,C0057,P009,Куртка ветровка,2,64.31
ORD-00224,2025-02-27,C0057,P007,Шорты спорт,5,117.38
ORD-00224,2025-02-27,C0057,P001,Футболка базовая,2,10.65
ORD-00224,2025-02-27,C0057,P004,Рюкзак городской,1,12.28
ORD-00457,2025-02-27,C0115,P002,Джинсы slim,2,79.84
ORD-00457,2025-02-27,C0115,P005,Кепка логотип,2,112.02
ORD-00457,2025-02-27,C0115,P002,Джинсы slim,5,99.25
ORD-00457,2025-02-27,C0115,P006,Худи oversize,1,86.65
ORD-00583,2025-02-27,C0151,P005,Кепка логотип,2,35.09
ORD-00583,2025-02-27,C0151,P004,Рюкзак городской,2,111.7
ORD-00583,2025-02-27,C0151,P003,Кроссовки run,2,118.64
ORD-00148,2025-02-28,C0015,P001,Футболка базовая,4,64.53
ORD-00148,2025-02-28,C0015,P003,Кроссовки run,3,65.92
ORD-00148,2025-02-28,C0015,P004,Рюкзак городской,3,54.97
ORD-00148,2025-02-28,C0015,P004,Рюкзак городской,1,19.45
ORD-00084,2025-03-01,C0084,P010,Сумка через плечо,5,68.94
ORD-00084,2025-03-01,C0084,P003,Кроссовки run,5,118.89
ORD-00084,2025-03-01,C0084,P007,Шорты спорт,1,56.55
ORD-00084,2025-03-01,C0084,P009,Куртка ветровка,2,14.21
ORD-00212,2025-03-01,C0023,P008,Носки набор,4,9.61
ORD-00212,2025-03-01,C0023,P006,Худи oversize,3,65.06
ORD-00297,2025-03-01,C0083,P002,Джинсы slim,1,111.45
ORD-00044,2025-03-02,C0116,P005,Кепка логотип,1,7.43
ORD-00355,2025-03-02,C0142,P007,Шорты спорт,2,39.4
ORD-00355,2025-03-02,C0142,P004,Рюкзак городской,4,88.78
ORD-00355,2025-03-02,C0142,P001,Футболка базовая,4,5.56
ORD-00577,2025-03-02,C0128,P006,Худи oversize,4,54.61
ORD-00577,2025-03-02,C0128,P009,Куртка ветровка,4,96.93
ORD-00577,2025-03-02,C0128,P009,Куртка ветровка,5,33.63
ORD-00584,2025-03-02,C0096,P005,Кепка логотип,1,33.6
ORD-00584,2025-03-02,C0096,P009,Куртка ветровка,1,95.85
ORD-00698,2025-03-02,C0200,P009,Куртка ветровка,2,109.15
ORD-00698,2025-03-02,C0200,P010,Сумка через плечо,2,79.51
ORD-00698,2025-03-02,C0200,P001,Футболка базовая,1,62.0
ORD-00698,2025-03-02,C0200,P002,Джинсы slim,4,66.68
ORD-00501,2025-03-03,C0088,P002,Джинсы slim,1,16.49
ORD-00418,2025-03-04,C0161,P001,Футболка базовая,2,33.71
ORD-00418,2025-03-04,C0161,P009,Куртка ветровка,1,103.96
ORD-00418,2025-03-04,C0161,P010,Сумка через плечо,2,62.87
ORD-00418,2025-03-04,C0161,P006,Худи oversize,5,6.4
ORD-00484,2025-03-05,C0015,P003,Кроссовки run,5,78.54
ORD-00607,2025-03-06,C0061,P006,Худи oversize,5,80.95
ORD-00607,2025-03-06,C0061,P006,Худи oversize,4,30.05
ORD-00003,2025-03-08,C0186,P007,Шорты спорт,3,55.99
ORD-00003,2025-03-08,C0186,P009,Куртка ветровка,3,68.78
ORD-00003,2025-03-08,C0186,P003,Кроссовки run,5,100.18
ORD-00003,2025-03-08,C0186,P001,Футболка базовая,2,92.18
ORD-00149,2025-03-08,C0191,P005,Кепка логотип,5,23.81
ORD-00422,2025-03-08,C0052,P001,Футболка базовая,3,15.71
ORD-00422,2025-03-08,C0052,P004,Рюкзак городской,5,25.12
ORD-00422,2025-03-08,C0052,P003,Кроссовки run,4,46.46
ORD-00147,2025-03-09,C0050,P008,Носки набор,1,105.58
ORD-00147,2025-03-09,C0050,P009,Куртка ветровка,4,66.05
ORD-00147,2025-03-09,C0050,P004,Рюкзак городской,4,33.15
ORD-00147,2025-03-09,C0050,P003,Кроссовки run,2,113.1
ORD-00620,2025-03-09,C0160,P005,Кепка логотип,1,75.41
ORD-00753,2025-03-09,C0119,P003,Кроссовки run,1,90.12
ORD-00021,2025-03-10,C0066,P002,Джинсы slim,4,72.58
ORD-00021,2025-03-10,C0066,P002,Джинсы slim,4,111.39
ORD-00021,2025-03-10,C0066,P002,Джинсы slim,5,44.89
ORD-00424,2025-03-10,C0199,P010,Сумка через плечо,2,88.26
ORD-00478,2025-03-10,C0057,P007,Шорты спорт,2,86.78
ORD-00478,2025-03-10,C0057,P006,Худи oversize,4,56.9
ORD-00536,2025-03-10,C0177,P002,Джинсы slim,5,43.72
ORD-00536,2025-03-10,C0177,P001,Футболка базовая,4,92.0
ORD-00739,2025-03-10,C0010,P002,Джинсы slim,2,29.08
ORD-00739,2025-03-10,C0010,P007,Шорты спорт,1,94.6
ORD-00163,2025-03-11,C0130,P004,Рюкзак городской,4,55.61
ORD-00163,2025-03-11,C0130,P005,Кепка логотип,2,15.55
ORD-00377,2025-03-11,C0129,P008,Носки набор,4,66.81
ORD-00377,2025-03-11,C0129,P007,Шорты спорт,1,16.64
ORD-00194,2025-03-13,C0006,P009,Куртка ветровка,1,28.8
ORD-00293,2025-03-13,C0120,P010,Сумка через плечо,5,39.53
ORD-00293,2025-03-13,C0120,P005,Кепка логотип,5,46.36
ORD-00293,2025-03-13,C0120,P005,Кепка логотип,4,10.29
ORD-00293,2025-03-13,C0120,P003,Кроссовки run,1,86.81
ORD-00348,2025-03-13,C0062,P004,Рюкзак городской,2,44.72
ORD-00348,2025-03-13,C0062,P007,Шорты спорт,3,93.76
ORD-00348,2025-03-13,C0062,P001,Футболка базовая,2,72.56
ORD-00360,2025-03-14,C0085,P009,Куртка ветровка,3,48.32
ORD-00360,2025-03-14,C0085,P004,Рюкзак городской,5,20.94
ORD-00562,2025-03-14,C0072,P004,Рюкзак городской,2,75.73
ORD-00562,2025-03-14,C0072,P001,Футболка базовая,5,74.29
ORD-00562,2025-03-14,C0072,P006,Худи oversize,4,47.03
ORD-00053,2025-03-15,C0161,P006,Худи oversize,4,38.14
ORD-00053,2025-03-15,C0161,P007,Шорты спорт,1,28.28
ORD-00053,2025-03-15,C0161,P008,Носки набор,3,103.98
ORD-00140,2025-03-15,C0096,P001,Футболка базовая,3,34.84
ORD-00140,2025-03-15,C0096,P002,Джинсы slim,1,60.37
ORD-00140,2025-03-15,C0096,P001,Футболка базовая,5,80.04
ORD-00185,2025-03-15,C0101,P008,Носки набор,4,47.31
ORD-00185,2025-03-15,C0101,P005,Кепка логотип,3,28.96
ORD-00185,2025-03-15,C0101,P003,Кроссовки run,4,18.67
ORD-00435,2025-03-15,C0175,P007,Шорты спорт,3,8.25
ORD-00275,2025-03-17,C0062,P003,Кроссовки run,3,109.63
ORD-00275,2025-03-17,C0062,P007,Шорты спорт,1,70.42
ORD-00275,2025-03-17,C0062,P003,Кроссовки run,2,68.74
ORD-00275,2025-03-17,C0062,P003,Кроссовки run,2,75.19
ORD-00319,2025-03-17,C0011,P010,Сумка через плечо,5,62.97
ORD-00319,2025-03-17,C0011,P003,Кроссовки run,1,53.72
ORD-00319,2025-03-17,C0011,P001,Футболка базовая,1,62.78
ORD-00137,2025-03-18,C0196,P004,Рюкзак городской,5,107.07
ORD-00137,2025-03-18,C0196,P008,Носки набор,4,41.7
ORD-00137,2025-03-18,C0196,P004,Рюкзак городской,2,71.81
ORD-00137,2025-03-18,C0196,P007,Шорты спорт,2,74.2
ORD-00256,2025-03-18,C0123,P003,Кроссовки run,5,31.18
ORD-00256,2025-03-18,C0123,P006,Худи oversize,1,104.75
